parcel_id,authorityname,restriction,restriction_term,zone,landuse
15685,EMA,river basin,unlimited,Medium Density,National Parks
15680,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
17192,CAZ,flightzone,unlimited,Low Density,Agriculture
16917,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15629,EMA,river basin,unlimited,Medium Density,National Parks
16641,Epworth Local Board,residential,limited,High Density,Residential
15599,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15679,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16933,Epworth Local Board,residential,limited,High Density,Residential
17169,EMA,wetland,unlimited,Factories,Agriculture
15630,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
17116,CAZ,flightzone,unlimited,Low Density,Agriculture
15023,Epworth Local Board,residential,limited,High Density,Residential
16976,ZMM,monument (balancing rocks),unlimited,Factories,Residential
17180,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15681,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16932,Epworth Local Board,residential,limited,High Density,Industrial
15741,EMA,wetland,unlimited,Factories,Agriculture
16918,EMA,river basin,unlimited,Medium Density,National Parks
17143,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
16944,CAZ,flightzone,unlimited,Low Density,Agriculture
17144,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16935,EMA,river basin,unlimited,Medium Density,National Parks
15743,Epworth Local Board,residential,limited,High Density,Residential
16969,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16931,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15686,Epworth Local Board,residential,limited,High Density,Residential
16796,EMA,wetland,unlimited,Factories,Agriculture
15636,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
16919,CAZ,flightzone,unlimited,Low Density,Agriculture
15744,Epworth Local Board,residential,limited,High Density,Residential
16635,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15024,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16930,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16929,Epworth Local Board,residential,limited,High Density,Industrial
17145,EMA,wetland,unlimited,Factories,Agriculture
15745,EMA,river basin,unlimited,Medium Density,National Parks
17179,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
16920,CAZ,flightzone,unlimited,Low Density,Agriculture
15637,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16943,EMA,river basin,unlimited,Medium Density,National Parks
15598,Epworth Local Board,residential,limited,High Density,Residential
16642,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16975,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15746,Epworth Local Board,residential,limited,High Density,Residential
16798,EMA,wetland,unlimited,Factories,Agriculture
17195,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
17117,CAZ,flightzone,unlimited,Low Density,Agriculture
15740,Epworth Local Board,residential,limited,High Density,Residential
16970,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16921,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15638,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16936,Epworth Local Board,residential,limited,High Density,Industrial
15025,EMA,wetland,unlimited,Factories,Agriculture
15691,EMA,river basin,unlimited,Medium Density,National Parks
17190,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
16797,CAZ,flightzone,unlimited,Low Density,Agriculture
17170,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16707,EMA,river basin,unlimited,Medium Density,National Parks
15639,Epworth Local Board,residential,limited,High Density,Residential
16934,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15687,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15640,Epworth Local Board,residential,limited,High Density,Residential
17178,EMA,wetland,unlimited,Factories,Agriculture
16634,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
15688,CAZ,flightzone,unlimited,Low Density,Agriculture
16661,Epworth Local Board,residential,limited,High Density,Residential
15747,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15026,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15641,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16928,Epworth Local Board,residential,limited,High Density,Industrial
17142,EMA,wetland,unlimited,Factories,Agriculture
16643,EMA,river basin,unlimited,Medium Density,National Parks
15689,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
16660,CAZ,flightzone,unlimited,Low Density,Agriculture
16927,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15757,EMA,river basin,unlimited,Medium Density,National Parks
17193,Epworth Local Board,residential,limited,High Density,Residential
15690,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15739,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17125,Epworth Local Board,residential,limited,High Density,Residential
16971,EMA,wetland,unlimited,Factories,Agriculture
17205,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
16926,CAZ,flightzone,unlimited,Low Density,Agriculture
17118,Epworth Local Board,residential,limited,High Density,Residential
15759,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15642,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16942,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17171,Epworth Local Board,residential,limited,High Density,Industrial
16709,EMA,wetland,unlimited,Factories,Agriculture
15698,EMA,river basin,unlimited,Medium Density,National Parks
15692,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
15748,CAZ,flightzone,unlimited,Low Density,Agriculture
15696,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17206,EMA,river basin,unlimited,Medium Density,National Parks
16974,Epworth Local Board,residential,limited,High Density,Residential
16925,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16937,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15027,Epworth Local Board,residential,limited,High Density,Residential
15760,EMA,wetland,unlimited,Factories,Agriculture
17196,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
16633,CAZ,flightzone,unlimited,Low Density,Agriculture
16924,Epworth Local Board,residential,limited,High Density,Residential
16618,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15597,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16941,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15761,Epworth Local Board,residential,limited,High Density,Industrial
16938,EMA,wetland,unlimited,Factories,Agriculture
17207,EMA,river basin,unlimited,Medium Density,National Parks
16644,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
16923,CAZ,flightzone,unlimited,Low Density,Agriculture
17122,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16619,EMA,river basin,unlimited,Medium Density,National Parks
17204,Epworth Local Board,residential,limited,High Density,Residential
15695,ZMM,monument (balancing rocks),unlimited,Factories,Residential
17121,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15762,Epworth Local Board,residential,limited,High Density,Residential
15756,EMA,wetland,unlimited,Factories,Agriculture
17172,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
15749,CAZ,flightzone,unlimited,Low Density,Agriculture
16973,Epworth Local Board,residential,limited,High Density,Residential
15723,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16713,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17120,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17119,Epworth Local Board,residential,limited,High Density,Industrial
17194,EMA,wetland,unlimited,Factories,Agriculture
16922,EMA,river basin,unlimited,Medium Density,National Parks
17173,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
16659,CAZ,flightzone,unlimited,Low Density,Agriculture
15028,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16620,EMA,river basin,unlimited,Medium Density,National Parks
16712,Epworth Local Board,residential,limited,High Density,Residential
16621,ZMM,monument (balancing rocks),unlimited,Factories,Residential
17140,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16972,Epworth Local Board,residential,limited,High Density,Residential
15699,EMA,wetland,unlimited,Factories,Agriculture
15763,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
15802,CAZ,flightzone,unlimited,Low Density,Agriculture
15801,Epworth Local Board,residential,limited,High Density,Residential
16622,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16711,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15694,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16710,Epworth Local Board,residential,limited,High Density,Industrial
15724,EMA,wetland,unlimited,Factories,Agriculture
17139,EMA,river basin,unlimited,Medium Density,National Parks
17176,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
15774,CAZ,flightzone,unlimited,Low Density,Agriculture
15734,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17126,EMA,river basin,unlimited,Medium Density,National Parks
15750,Epworth Local Board,residential,limited,High Density,Residential
16623,ZMM,monument (balancing rocks),unlimited,Factories,Residential
17174,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17203,Epworth Local Board,residential,limited,High Density,Residential
16940,EMA,wetland,unlimited,Factories,Agriculture
16939,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
15029,CAZ,flightzone,unlimited,Low Density,Agriculture
15775,Epworth Local Board,residential,limited,High Density,Residential
15735,ZMM,monument (balancing rocks),unlimited,Factories,Residential
17175,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
17379,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16624,Epworth Local Board,residential,limited,High Density,Industrial
16657,EMA,wetland,unlimited,Factories,Agriculture
16617,EMA,river basin,unlimited,Medium Density,National Parks
15697,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
17141,CAZ,flightzone,unlimited,Low Density,Agriculture
16370,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15736,EMA,river basin,unlimited,Medium Density,National Parks
15737,Epworth Local Board,residential,limited,High Density,Residential
15755,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15790,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15791,Epworth Local Board,residential,limited,High Density,Residential
15803,EMA,wetland,unlimited,Factories,Agriculture
16625,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
16616,CAZ,flightzone,unlimited,Low Density,Agriculture
15722,Epworth Local Board,residential,limited,High Density,Residential
16658,ZMM,monument (balancing rocks),unlimited,Factories,Residential
16632,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15773,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
16649,Epworth Local Board,residential,limited,High Density,Industrial
15764,EMA,wetland,unlimited,Factories,Agriculture
15693,EMA,river basin,unlimited,Medium Density,National Parks
16626,ZMM,monument (balancing rocks),unlimited,High Density,Recreational
17177,CAZ,flightzone,unlimited,Low Density,Agriculture
16615,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15030,EMA,river basin,unlimited,Medium Density,National Parks
15800,Epworth Local Board,residential,limited,High Density,Residential
17202,ZMM,monument (balancing rocks),unlimited,Factories,Residential
15592,ZMM,monument (balancing rocks),unlimited,Low Density,Recreational
15751,Epworth Local Board,residential,limited,High Density,Residential
16371,EMA,wetland,unlimited,Factories,Agriculture
17208,ZMM,monument (balancing rocks),unlimited,High Density,National Parks
15700,CAZ,flightzone,unlimited,Low Density,Agriculture
16627,Epworth Local Board,residential,limited,High Density,Residential
